customer_id,signup_date,industry,company_size,region,plan_type,acquisition_channel
102454,2025-09-05,Retail,Enterprise,West,Basic,Paid Search
102455,2023-08-27,Technology,Small Business,Northeast,Basic,Referral
102456,2023-06-01,Tech,Mid-Market,International,Basic,Paid Search
102457,2024-10-30,Technology,Small Business,Northeast,Pro,Referral
102458,2025-11-22,Finance,Enterprise,South,Basic,Social
102459,2024-01-28,Finance,Mid-Market,South,Enterprise,Paid Search
102460,2023-04-12,Financial Services,Small Business,South,Basic,Organic Search
102461,2023-09-15,Technology,Mid-Market,Midwest,Pro,Paid Search
102462,2023-03-28,tech,Small Business,West,Basic,Partner
102463,2023-03-15,Technology,Mid-Market,Midwest,Pro,Referral
102464,2024-11-15,Finance,Small Business,South,Enterprise,Paid Search
102465,2024-05-29,retail,Small Business,Northeast,Pro,Referral
102466,2024-05-16,Technology,Mid-Market,West,Basic,Paid Search
102467,2023-10-13,Education,Mid-Market,Midwest,Basic,Referral
102468,2025-05-17,Finance,Small Business,West,Enterprise,Direct
102469,2025-03-25,Retail,Small Business,Northeast,Basic,Direct
102470,2025-12-25,Retail,Mid-Market,South,Enterprise,Paid Search
102471,2025-12-18,HEALTHCARE,Small Business,Northeast,Enterprise,Paid Search
102472,2023-04-18,finance,Mid-Market,Midwest,Pro,Partner
102473,2023-10-06,Healthcare,Small Business,Midwest,Pro,Paid Search
102474,2023-05-26,HEALTHCARE,Small Business,West,Basic,Organic Search
102475,2023-01-17,Healthcare,Mid-Market,West,Pro,Paid Search
102476,2024-08-12,Manufacturing,Enterprise,Northeast,Basic,Organic Search
102477,2024-08-27,Healthcare,Mid-Market,South,Pro,Paid Search
102478,2024-04-01,tech,Small Business,West,Pro,Paid Search
102479,2025-09-19,Healthcare,Mid-Market,West,Basic,Organic Search
102480,2023-12-09,TECH,Mid-Market,Midwest,Pro,Direct
102481,2024-06-06,TECH,Mid-Market,West,Basic,Social
102482,2023-09-15,FIN,Small Business,Northeast,Basic,Social
102483,2023-10-26,Retail,Mid-Market,South,Basic,Partner
102484,2025-04-19,Professional Services,Small Business,Northeast,Pro,Referral
102485,2025-07-04,Healthcare,Enterprise,Northeast,Pro,Direct
102486,2024-01-03,Finance,Small Business,West,Basic,Partner
102487,2024-07-25,Retail,Enterprise,Midwest,Basic,Paid Search
102488,2023-01-13,Retail,Small Business,West,Pro,Organic Search
102489,2023-12-12,Retail,Small Business,Northeast,Basic,Paid Search
102490,2023-10-21,Healthcare,Small Business,South,Pro,Referral
102491,2025-12-06,Finance,Small Business,West,Basic,Paid Search
102492,2024-10-05,Manufacturing,Small Business,South,Basic,Organic Search
102493,2024-10-26,Finance,Mid-Market,Midwest,Pro,Paid Search
102494,2025-08-03,Retail,Small Business,South,Basic,Direct
102495,2024-04-10,Technology,Enterprise,South,Pro,Social
102496,2025-02-21,retail,Small Business,South,Pro,Partner
102497,2024-06-13,Mfg,Small Business,West,Basic,Referral
102498,2024-01-16,Finance,Small Business,West,Pro,Paid Search
102499,2023-05-27,Professional Services,Small Business,Midwest,Pro,Social
102500,2023-09-17,Edu,Enterprise,South,Basic,Partner
102501,2025-03-01,Finance,Mid-Market,South,Pro,Organic Search
102502,2023-12-10,Technology,Small Business,Northeast,Basic,Paid Search
102503,2024-03-02,Technology,Small Business,Midwest,Basic,Partner
102504,2023-06-10,Health Care,Enterprise,Northeast,Basic,Paid Search
102505,2023-10-15,Healthcare,Mid-Market,International,Basic,Organic Search
102506,2023-03-04,Retail,Enterprise,West,Enterprise,Partner
102507,2023-09-23,Healthcare,Mid-Market,South,Basic,Organic Search
102508,2025-09-15,finance,Mid-Market,International,Pro,Direct
102509,2023-09-28,Education,Small Business,South,Pro,Referral
102510,2024-01-25,Retail,Mid-Market,Northeast,Pro,Organic Search
102511,2023-06-06,Retail,Small Business,Northeast,Basic,Organic Search
102512,2023-11-02,Mfg,Small Business,Midwest,Basic,Social
102513,2023-04-29,,Small Business,Northeast,Basic,Organic Search
102514,2025-10-26,Healthcare,Small Business,West,Enterprise,Organic Search
102515,2025-11-18,professional services,Mid-Market,West,Enterprise,Referral
102516,2024-01-19,TECH,Small Business,West,Pro,Referral
102517,2024-09-25,TECH,Small Business,Northeast,Pro,Partner
102518,2023-10-24,Professional Services,Small Business,Midwest,Basic,Organic Search
102519,2023-10-18,FIN,Small Business,Northeast,Basic,Organic Search
102520,2024-03-30,Health Care,Enterprise,South,Pro,Partner
102521,2024-11-23,FIN,Mid-Market,South,Pro,Paid Search
102522,2025-12-14,education,Mid-Market,Midwest,Basic,Organic Search
102523,2024-04-01,Professional Services,Mid-Market,Northeast,Basic,Referral
102524,2025-12-08,Manufacturing,Small Business,South,Pro,Social
102525,2025-02-25,Retail,Small Business,Northeast,Pro,Direct
102526,2023-01-08,Healthcare,Small Business,South,Pro,Partner
102527,2023-01-02,professional services,Small Business,West,Basic,Direct
102528,2023-10-16,Technology,Mid-Market,West,Basic,Referral
102529,2024-06-21,Prof Services,Mid-Market,Northeast,Basic,Organic Search
102530,2023-04-30,Healthcare,Small Business,Midwest,Basic,Paid Search
102531,2023-12-24,Professional Services,Small Business,International,Basic,Direct
102532,2024-02-29,Professional Services,Mid-Market,South,Enterprise,Direct
102533,2024-09-20,Education,Small Business,West,Enterprise,Partner
102534,2025-02-18,Manufacturing,Small Business,International,Enterprise,Direct
102535,2025-08-05,Finance,Enterprise,South,Pro,Paid Search
102536,2025-03-29,Retail,Mid-Market,West,Basic,Direct
102537,2024-09-11,Finance,Mid-Market,Northeast,Basic,Partner
102538,2024-08-25,Manufacturing,Enterprise,West,Basic,Organic Search
102539,2023-01-16,Technology,Small Business,Midwest,Pro,Partner
102540,2024-06-11,Manufacturing,Mid-Market,South,Basic,Paid Search
102541,2025-01-18,Technology,Mid-Market,South,Enterprise,Direct
102542,2025-11-02,Technology,Small Business,International,Basic,Organic Search
102543,2023-06-17,Retail,Mid-Market,Northeast,Pro,Partner
102544,2024-02-24,tech,Enterprise,Midwest,Basic,Referral
102545,2024-01-29,,Small Business,West,Enterprise,Direct
102546,2023-09-25,finance,Small Business,West,Basic,Referral
102547,2024-04-10,Professional Services,Small Business,West,Pro,Organic Search
102548,2024-09-14,Finance,Mid-Market,West,Pro,Organic Search
102549,2024-08-13,,Small Business,International,Pro,Referral
102550,2025-01-24,Healthcare,Small Business,Northeast,Pro,Partner
102551,2025-04-23,Manufacturing,Mid-Market,South,Basic,Organic Search
102552,2023-08-19,Technology,Small Business,West,Basic,Direct
102553,2023-10-15,Retail,Small Business,South,Basic,Referral
102554,2023-04-14,Tech,Small Business,West,Pro,Organic Search
102555,2023-05-08,TECH,Small Business,International,Basic,Organic Search
102556,2024-02-02,Education,Small Business,West,Pro,Direct
102557,2025-03-15,Professional Services,Small Business,South,Basic,Paid Search
102558,2024-09-15,Healthcare,Small Business,South,Basic,Organic Search
102559,2025-11-10,RETAIL,Small Business,West,Basic,Referral
102560,2024-02-12,,Mid-Market,Northeast,Basic,Paid Search
102561,2024-05-15,Retail,Small Business,Midwest,Pro,Organic Search
102562,2023-11-20,retail,Small Business,Northeast,Basic,Organic Search
102563,2023-10-18,,Small Business,West,Pro,Paid Search
102564,2025-02-11,Mfg,Small Business,South,Pro,Direct
102565,2024-07-24,Retail,Small Business,South,Basic,Organic Search
102566,2023-10-16,Education,Mid-Market,Northeast,Basic,Organic Search
102567,2025-05-15,tech,Mid-Market,West,Pro,Paid Search
102568,2024-01-05,RETAIL,Mid-Market,West,Pro,Organic Search
102569,2025-12-08,Manufacturing,Enterprise,West,Basic,Partner
102570,2025-06-10,Education,Small Business,South,Basic,Paid Search
102571,2024-09-10,Technology,Mid-Market,West,Pro,Partner
102572,2025-01-24,Retail,Mid-Market,Midwest,Basic,Referral
102573,2024-01-28,Manufacturing,Mid-Market,Northeast,Basic,Organic Search
102574,2025-01-18,Retail,Small Business,South,Pro,Direct
102575,2025-03-27,Professional Services,Enterprise,South,Basic,Paid Search
102576,2025-01-16,Retail,Enterprise,South,Basic,Direct
102577,2024-02-21,education,Small Business,South,Basic,Referral
102578,2025-06-03,professional services,Mid-Market,West,Pro,Organic Search
102579,2023-09-30,Health Care,Mid-Market,Midwest,Basic,Social
102580,2025-08-27,Retail,Small Business,West,Basic,Paid Search
102581,2024-05-18,Finance,Enterprise,South,Pro,Organic Search
102582,2025-03-07,retail,Mid-Market,South,Pro,Paid Search
102583,2024-07-25,Finance,Small Business,West,Pro,Paid Search
102584,2023-01-05,retail,Small Business,West,Basic,Referral
102585,2023-05-23,Finance,Mid-Market,Midwest,Basic,Organic Search
102586,2023-07-19,Healthcare,Mid-Market,Midwest,Basic,Paid Search
102587,2025-10-29,Retail,Enterprise,Midwest,Basic,Paid Search
102588,2025-04-24,Finance,Small Business,West,Basic,Referral
102589,2024-11-03,Technology,Mid-Market,West,Basic,Paid Search
102590,2024-04-09,Professional Services,Small Business,Northeast,Basic,Partner
102591,2024-06-23,Financial Services,Mid-Market,Northeast,Pro,Organic Search
102592,2025-04-15,tech,Mid-Market,Northeast,Pro,Partner
102593,2023-06-06,TECH,Mid-Market,Midwest,Basic,Paid Search
102594,2023-01-24,TECH,Enterprise,Midwest,Basic,Paid Search
102595,2024-08-20,Manufacturing,Small Business,Northeast,Pro,Direct
102596,2024-11-01,Retail,Enterprise,Northeast,Basic,Paid Search
102597,2024-05-06,Professional Services,Small Business,Midwest,Pro,Referral
102598,2023-12-28,Retail,Small Business,South,Basic,Partner
102599,2025-07-20,Education,Mid-Market,West,Enterprise,Paid Search
102600,2023-05-17,education,Small Business,West,Basic,Social
102601,2023-10-30,Retail,Small Business,Northeast,Pro,Organic Search
102602,2025-11-22,Manufacturing,Small Business,South,Basic,Partner
102603,2025-06-14,Prof Services,Small Business,West,Basic,Paid Search
102604,2025-12-07,Healthcare,Small Business,International,Pro,Referral
102605,2025-07-29,,Mid-Market,Northeast,Basic,Paid Search
102606,2024-01-03,Tech,Enterprise,West,Pro,Paid Search
102607,2023-06-26,Technology,Mid-Market,International,Basic,Organic Search
102608,2023-10-31,Professional Services,Small Business,Northeast,Pro,Referral
102609,2024-07-13,Finance,Small Business,South,Basic,Partner
102610,2023-01-16,Retail,Mid-Market,West,Basic,Paid Search
102611,2025-07-15,Professional Services,Small Business,South,Basic,Direct
102612,2025-06-17,FIN,Mid-Market,South,Pro,Paid Search
102613,2024-01-29,Finance,Mid-Market,South,Basic,Referral
102614,2023-06-22,Healthcare,Mid-Market,West,Basic,Direct
102615,2025-08-27,Retail,Small Business,South,Basic,Partner
102616,2024-01-15,Tech,Small Business,Northeast,Enterprise,Social
102617,2023-03-28,Technology,Mid-Market,South,Basic,Referral
102618,2023-01-01,Technology,Small Business,Midwest,Basic,Referral
102619,2024-06-22,Technology,Mid-Market,South,Pro,Organic Search
102620,2024-05-20,Finance,Small Business,Midwest,Basic,Paid Search
102621,2025-10-12,Edu,Small Business,West,Basic,Referral
102622,2023-09-28,RETAIL,Small Business,Midwest,Basic,Referral
102623,2023-12-10,Healthcare,Mid-Market,Midwest,Pro,Paid Search
102624,2023-12-09,Health Care,Small Business,South,Basic,Organic Search
102625,2023-02-27,Technology,Small Business,West,Basic,Direct
102626,2025-10-19,education,Enterprise,Midwest,Basic,Paid Search
102627,2023-11-11,Retail,Mid-Market,South,Pro,Direct
102628,2025-04-26,finance,Small Business,International,Enterprise,Organic Search
102629,2023-08-16,Healthcare,Small Business,South,Pro,Direct
102630,2024-07-31,Mfg,Small Business,West,Basic,Direct
102631,2025-02-22,Education,Small Business,South,Basic,Partner
102632,2024-10-29,Manufacturing,Small Business,South,Basic,Paid Search
102633,2024-11-07,Technology,Enterprise,Northeast,Pro,Paid Search
102634,2024-10-10,Education,Small Business,International,Enterprise,Direct
102635,2023-07-21,Retail,Small Business,South,Basic,Paid Search
102636,2023-08-28,Healthcare,Small Business,Midwest,Pro,Social
102637,2023-11-13,Technology,Mid-Market,South,Basic,Organic Search
102638,2023-03-29,Professional Services,Small Business,Midwest,Enterprise,Referral
102639,2024-12-22,education,Mid-Market,South,Basic,Referral
102640,2023-11-27,Technology,Mid-Market,Northeast,Basic,Social
102641,2023-02-07,Retail,Mid-Market,West,Enterprise,Organic Search
102642,2024-11-28,Edu,Small Business,South,Basic,Partner
102643,2024-04-04,Healthcare,Enterprise,South,Pro,Referral
102644,2023-04-22,Professional Services,Small Business,Northeast,Basic,Organic Search
102645,2023-08-25,Healthcare,Small Business,Northeast,Pro,Paid Search
102646,2024-10-20,Professional Services,Small Business,Northeast,Enterprise,Referral
102647,2023-01-29,Professional Services,Small Business,Midwest,Enterprise,Direct
102648,2023-05-29,Finance,Enterprise,West,Pro,Paid Search
102649,2024-09-26,RETAIL,Mid-Market,Northeast,Pro,Paid Search
102650,2025-10-03,Manufacturing,Mid-Market,Northeast,Pro,Organic Search
102651,2025-03-08,Manufacturing,Small Business,West,Basic,Referral
102652,2025-02-06,Retail,Small Business,Northeast,Enterprise,Social
102653,2025-12-14,Manufacturing,Mid-Market,Midwest,Basic,Paid Search
102654,2023-11-03,Education,Small Business,South,Pro,Referral
102655,2025-08-10,Technology,Mid-Market,South,Enterprise,Paid Search
102656,2023-05-21,Finance,Mid-Market,Northeast,Pro,Organic Search
102657,2024-03-10,Finance,Small Business,International,Basic,Organic Search
102658,2023-10-19,healthcare,Small Business,South,Basic,Partner
102659,2025-11-14,Education,Small Business,Northeast,Basic,Paid Search
102660,2024-07-11,,Mid-Market,West,Enterprise,Organic Search
102661,2025-04-22,Education,Small Business,Midwest,Basic,Social
102662,2023-08-01,Health Care,Mid-Market,West,Enterprise,Organic Search
102663,2025-10-20,Healthcare,Mid-Market,Midwest,Pro,Referral
102664,2024-08-16,Education,Small Business,Midwest,Pro,Direct
102665,2024-03-02,Professional Services,Mid-Market,West,Pro,Paid Search
102666,2024-09-29,RETAIL,Small Business,West,Basic,Organic Search
102667,2023-09-21,healthcare,Mid-Market,South,Pro,Referral
102668,2025-11-25,Technology,Small Business,West,Pro,Paid Search
102669,2024-06-18,Tech,Small Business,Midwest,Basic,Referral
102670,2023-02-09,RETAIL,Small Business,West,Pro,Referral
102671,2023-12-03,Healthcare,Small Business,South,Pro,Social
102672,2024-10-05,Manufacturing,Small Business,West,Enterprise,Organic Search
102673,2023-01-06,RETAIL,Small Business,West,Basic,Partner
102674,2024-09-17,,Small Business,South,Enterprise,Partner
102675,2024-06-03,tech,Small Business,South,Pro,Referral
102676,2023-08-02,,Small Business,West,Pro,Organic Search
102677,2025-02-14,Retail,Mid-Market,South,Pro,Organic Search
102678,2024-07-09,Finance,Small Business,South,Pro,Direct
102679,2024-05-21,Prof Services,Small Business,South,Pro,Paid Search
102680,2024-03-08,Tech,Small Business,West,Pro,Referral
102681,2025-12-23,manufacturing,Small Business,International,Basic,Referral
102682,2023-07-26,Technology,Mid-Market,Northeast,Basic,Direct
102683,2025-11-12,Technology,Small Business,Northeast,Basic,Paid Search
102684,2024-10-26,tech,Small Business,South,Pro,Direct
102685,2025-09-07,finance,Mid-Market,Midwest,Enterprise,Organic Search
102686,2024-11-14,Finance,Small Business,South,Enterprise,Direct
102687,2023-02-09,retail,Small Business,Midwest,Pro,Organic Search
102688,2023-04-08,retail,Mid-Market,West,Basic,Organic Search
102689,2023-08-24,Technology,Mid-Market,West,Basic,Paid Search
102690,2024-11-12,Tech,Small Business,South,Basic,Referral
102691,2023-09-03,Healthcare,Enterprise,South,Pro,Referral
102692,2023-04-08,education,Small Business,West,Basic,Partner
102693,2023-08-13,Retail,Small Business,West,Enterprise,Organic Search
102694,2023-11-09,tech,Mid-Market,South,Pro,Organic Search
102695,2024-11-16,Technology,Mid-Market,Midwest,Basic,Direct
102696,2023-08-18,Technology,Small Business,Midwest,Basic,Partner
102697,2024-05-14,Mfg,Small Business,Midwest,Pro,Partner
102698,2024-01-04,HEALTHCARE,Small Business,Midwest,Basic,Direct
102699,2023-06-24,Tech,Small Business,South,Basic,Direct
102700,2025-12-20,TECH,Small Business,West,Pro,Paid Search
102701,2024-05-02,Professional Services,Small Business,South,Enterprise,Paid Search
102702,2024-01-25,professional services,Small Business,Northeast,Basic,Referral
102703,2023-05-24,Technology,Small Business,Northeast,Pro,Partner
102704,2024-09-29,Retail,Mid-Market,Northeast,Pro,Referral
102705,2024-01-06,Retail,Small Business,Midwest,Basic,Referral
102706,2023-09-17,Manufacturing,Mid-Market,Northeast,Pro,Partner
102707,2023-08-09,Finance,Mid-Market,South,Basic,Referral
102708,2024-07-26,TECH,Small Business,International,Basic,Direct
102709,2025-03-24,Education,Small Business,West,Basic,Referral
102710,2024-04-30,Education,Small Business,Midwest,Enterprise,Referral
102711,2024-07-12,retail,Small Business,West,Basic,Paid Search
102712,2023-11-20,Education,Enterprise,South,Basic,Organic Search
102713,2025-06-29,Healthcare,Mid-Market,South,Pro,Direct
102714,2023-03-04,Technology,Mid-Market,Northeast,Basic,Paid Search
102715,2025-01-09,Technology,Mid-Market,West,Basic,Organic Search
102716,2024-09-11,Retail,Small Business,Northeast,Pro,Organic Search
102717,2025-01-14,Education,Small Business,Midwest,Pro,Organic Search
102718,2025-12-11,Technology,Mid-Market,West,Basic,Paid Search
102719,2023-02-18,retail,Small Business,West,Enterprise,Direct
102720,2025-02-15,professional services,Enterprise,Northeast,Basic,Social
102721,2024-11-02,Healthcare,Mid-Market,West,Pro,Organic Search
102722,2023-07-20,Healthcare,Mid-Market,South,Pro,Referral
102723,2024-06-27,Healthcare,Mid-Market,South,Pro,Direct
102724,2025-03-09,Health Care,Small Business,West,Basic,Referral
102725,2024-02-25,Finance,Mid-Market,South,Basic,Referral
102726,2023-06-04,Edu,Enterprise,Midwest,Basic,Paid Search
102727,2024-02-07,Technology,Mid-Market,South,Basic,Organic Search
102728,2023-04-13,Retail,Enterprise,Midwest,Basic,Organic Search
102729,2025-06-17,Technology,Small Business,Northeast,Basic,Organic Search
102730,2025-02-10,Healthcare,Small Business,Midwest,Basic,Organic Search
102731,2023-06-22,TECH,Small Business,South,Enterprise,Partner
102732,2024-02-26,RETAIL,Mid-Market,West,Basic,Organic Search
102733,2024-01-31,Retail,Small Business,South,Basic,Paid Search
102734,2023-05-28,Technology,Small Business,South,Pro,Paid Search
102735,2025-06-18,Technology,Mid-Market,Midwest,Basic,Paid Search
102736,2023-08-07,Manufacturing,Small Business,West,Pro,Partner
102737,2025-06-20,Retail,Small Business,Midwest,Basic,Referral
102738,2023-09-01,Healthcare,Small Business,South,Basic,Organic Search
102739,2024-09-26,Healthcare,Small Business,South,Enterprise,Referral
102740,2023-09-07,Retail,Mid-Market,Midwest,Pro,Organic Search
102741,2025-03-14,Healthcare,Small Business,Northeast,Basic,Referral
102742,2023-10-15,Healthcare,Small Business,South,Basic,Organic Search
102743,2024-09-15,Edu,Small Business,West,Enterprise,Paid Search
102744,2023-06-22,Health Care,Small Business,South,Basic,Paid Search
102745,2025-09-09,HEALTHCARE,Small Business,South,Basic,Direct
102746,2023-03-22,Healthcare,Small Business,International,Basic,Paid Search
102747,2023-08-17,Retail,Small Business,Northeast,Basic,Organic Search
102748,2023-09-15,Financial Services,Small Business,South,Basic,Partner
102749,2023-12-12,Retail,Small Business,International,Basic,Organic Search
102750,2024-12-24,Finance,Small Business,South,Basic,Referral
102751,2025-02-06,Technology,Mid-Market,Midwest,Enterprise,Referral
102752,2023-06-21,Manufacturing,Enterprise,South,Pro,Referral
102753,2023-10-09,Technology,Enterprise,West,Pro,Organic Search
102754,2023-04-13,Education,Mid-Market,South,Basic,Paid Search
102755,2023-01-29,Technology,Mid-Market,Midwest,Basic,Organic Search
102756,2025-10-22,Retail,Mid-Market,South,Pro,Organic Search
102757,2024-05-30,Retail,Small Business,West,Pro,Paid Search
102758,2024-06-09,Manufacturing,Mid-Market,International,Pro,Organic Search
102759,2025-02-04,Finance,Mid-Market,Northeast,Basic,Paid Search
102760,2023-06-14,Technology,Small Business,South,Enterprise,Referral
102761,2024-12-04,Healthcare,Small Business,Northeast,Basic,Social
102762,2024-05-19,education,Mid-Market,West,Enterprise,Direct
102763,2025-02-24,HEALTHCARE,Small Business,South,Pro,Partner
102764,2023-07-24,Technology,Mid-Market,Northeast,Basic,Paid Search
102765,2024-04-16,RETAIL,Mid-Market,West,Pro,Paid Search
102766,2023-04-29,Education,Mid-Market,West,Enterprise,Paid Search
102767,2025-05-31,Manufacturing,Enterprise,South,Basic,Organic Search
102768,2023-12-30,Edu,Mid-Market,Northeast,Pro,Referral
102769,2023-08-25,Retail,Small Business,West,Pro,Referral
102770,2023-07-03,,Small Business,West,Basic,Organic Search
102771,2024-11-19,professional services,Enterprise,Northeast,Enterprise,Paid Search
102772,2024-01-13,TECH,Small Business,South,Basic,Paid Search
102773,2025-07-13,Technology,Mid-Market,International,Pro,Direct
102774,2023-06-29,Financial Services,Small Business,Northeast,Basic,Referral
102775,2024-09-04,Healthcare,Small Business,West,Basic,Referral
102776,2024-08-30,Technology,Small Business,Midwest,Enterprise,Direct
102777,2025-11-12,Healthcare,Enterprise,Midwest,Basic,Partner
102778,2023-05-10,Education,Small Business,West,Basic,Organic Search
102779,2023-02-20,Technology,Mid-Market,Northeast,Pro,Partner
102780,2025-02-03,Retail,Mid-Market,Midwest,Pro,Organic Search
102781,2023-09-30,Manufacturing,Small Business,West,Pro,Social
102782,2025-06-30,TECH,Small Business,Midwest,Pro,Direct
102783,2023-11-14,retail,Mid-Market,Midwest,Enterprise,Referral
102784,2025-09-17,,Small Business,Midwest,Pro,Direct
102785,2024-05-06,Education,Mid-Market,Midwest,Enterprise,Referral
102786,2025-04-09,Manufacturing,Mid-Market,South,Basic,Organic Search
102787,2025-04-14,Retail,Small Business,South,Basic,Partner
102788,2023-11-09,Manufacturing,Small Business,Midwest,Basic,Organic Search
102789,2024-09-12,Finance,Small Business,West,Pro,Paid Search
102790,2023-10-03,Technology,Small Business,Midwest,Pro,Referral
102791,2023-06-29,Finance,Enterprise,International,Enterprise,Organic Search
102792,2025-01-05,Retail,Mid-Market,West,Pro,Direct
102793,2023-05-16,Manufacturing,Small Business,Midwest,Enterprise,Direct
102794,2024-01-07,Finance,Enterprise,Northeast,Pro,Organic Search
102795,2023-04-17,Finance,Small Business,South,Basic,Direct
102796,2025-04-25,Retail,Enterprise,Northeast,Basic,Social
102797,2025-09-13,Retail,Small Business,Northeast,Pro,Organic Search
102798,2024-10-01,Healthcare,Small Business,South,Basic,Referral
102799,2023-02-14,Professional Services,Small Business,South,Pro,Referral
102800,2025-04-06,Manufacturing,Small Business,Northeast,Basic,Paid Search
102801,2024-11-13,Finance,Enterprise,South,Basic,Organic Search
102802,2024-07-11,Finance,Mid-Market,West,Pro,Organic Search
102803,2025-01-17,tech,Mid-Market,South,Pro,Social
102804,2025-07-04,Technology,Mid-Market,Northeast,Basic,Social
102805,2023-09-26,Professional Services,Small Business,West,Pro,Direct
102806,2024-03-17,Manufacturing,Mid-Market,Northeast,Basic,Partner
102807,2023-09-05,Healthcare,Enterprise,Northeast,Pro,Paid Search
102808,2024-05-24,Tech,Small Business,South,Basic,Direct
102809,2024-10-30,Finance,Small Business,South,Basic,Referral
102810,2025-03-16,Technology,Enterprise,South,Pro,Social
102811,2025-11-26,Retail,Mid-Market,West,Basic,Direct
102812,2023-02-28,manufacturing,Small Business,International,Pro,Organic Search
102813,2025-08-01,Education,Mid-Market,West,Pro,Partner
102814,2025-11-30,Professional Services,Small Business,South,Basic,Paid Search
102815,2025-01-28,Technology,Small Business,Northeast,Enterprise,Organic Search
102816,2025-04-18,Technology,Small Business,South,Enterprise,Organic Search
102817,2024-10-09,Education,Small Business,South,Basic,Referral
102818,2024-08-10,Education,Small Business,West,Pro,Referral
102819,2025-07-09,finance,Mid-Market,West,Enterprise,Organic Search
102820,2025-04-14,Technology,Enterprise,International,Pro,Social
102821,2023-02-22,Technology,Mid-Market,International,Enterprise,Paid Search
102822,2024-10-28,Healthcare,Enterprise,West,Pro,Social
102823,2025-03-23,Retail,Small Business,West,Basic,Direct
102824,2024-01-22,Finance,Small Business,South,Pro,Partner
102825,2023-08-22,Education,Small Business,West,Basic,Paid Search
102826,2024-03-29,Manufacturing,Mid-Market,Northeast,Basic,Partner
102827,2025-03-28,Edu,Mid-Market,International,Basic,Paid Search
102828,2024-01-27,Technology,Small Business,West,Pro,Referral
102829,2024-06-22,Retail,Small Business,Midwest,Pro,Partner
102830,2024-11-21,RETAIL,Small Business,Northeast,Enterprise,Referral
102831,2024-07-29,Edu,Mid-Market,International,Basic,Partner
102832,2023-03-31,Education,Small Business,Northeast,Pro,Partner
102833,2023-01-26,Tech,Small Business,Northeast,Basic,Paid Search
102834,2024-10-01,Education,Mid-Market,Northeast,Pro,Referral
102835,2025-05-10,Tech,Mid-Market,Northeast,Basic,Referral
102836,2025-05-15,finance,Enterprise,Northeast,Pro,Social
102837,2025-11-30,Technology,Small Business,Northeast,Pro,Partner
102838,2024-11-01,Retail,Enterprise,South,Basic,Direct
102839,2023-08-10,Professional Services,Mid-Market,Northeast,Pro,Organic Search
102840,2024-11-24,healthcare,Small Business,West,Enterprise,Social
102841,2024-07-29,finance,Small Business,South,Basic,Paid Search
102842,2024-03-04,Manufacturing,Mid-Market,Northeast,Pro,Organic Search
102843,2023-10-10,Retail,Enterprise,Midwest,Enterprise,Social
102844,2025-06-15,Retail,Small Business,Northeast,Pro,Organic Search
102845,2024-10-10,Retail,Small Business,West,Basic,Direct
102846,2024-07-20,Retail,Small Business,Midwest,Pro,Direct
102847,2023-08-08,Education,Small Business,West,Basic,Organic Search
102848,2023-11-24,RETAIL,Small Business,West,Pro,Direct
102849,2024-01-17,Education,Enterprise,Midwest,Pro,Partner
102850,2024-10-23,Retail,Enterprise,South,Enterprise,Paid Search
102851,2023-06-13,Healthcare,Small Business,South,Basic,Referral
102852,2023-01-30,Technology,Small Business,Northeast,Pro,Paid Search
102853,2024-07-22,Technology,Small Business,International,Basic,Referral
102854,2023-03-23,Mfg,Mid-Market,West,Pro,Direct
102855,2023-10-14,Education,Small Business,West,Basic,Organic Search
102856,2025-01-11,Technology,Small Business,South,Pro,Paid Search
102857,2023-05-25,Tech,Mid-Market,Midwest,Basic,Direct
102858,2025-02-10,Education,Small Business,West,Basic,Organic Search
102859,2024-08-10,Healthcare,Mid-Market,South,Pro,Organic Search
102860,2023-08-15,Technology,Small Business,South,Pro,Partner
102861,2024-04-04,Manufacturing,Small Business,Midwest,Basic,Referral
102862,2023-08-13,Finance,Enterprise,Northeast,Pro,Partner
102863,2024-12-12,Retail,Small Business,South,Enterprise,Direct
102864,2024-01-04,Retail,Mid-Market,Northeast,Basic,Organic Search
102865,2023-04-08,Education,Mid-Market,Northeast,Basic,Referral
102866,2023-06-06,Professional Services,Mid-Market,West,Enterprise,Organic Search
102867,2025-10-30,Retail,Small Business,Northeast,Pro,Direct
102868,2024-01-07,Finance,Small Business,South,Basic,Referral
102869,2024-02-09,healthcare,Enterprise,South,Basic,Organic Search
102870,2024-06-16,tech,Enterprise,Midwest,Basic,Paid Search
102871,2025-08-29,Technology,Enterprise,Northeast,Basic,Partner
102872,2023-05-11,Retail,Mid-Market,West,Pro,Referral
102873,2023-07-15,Manufacturing,Mid-Market,Midwest,Enterprise,Paid Search
102874,2025-12-04,Technology,Mid-Market,International,Basic,Referral
102875,2024-08-21,tech,Small Business,West,Basic,Direct
102876,2023-12-04,Finance,Small Business,West,Basic,Paid Search
102877,2024-11-23,Professional Services,Small Business,West,Pro,Paid Search
102878,2025-10-29,retail,Small Business,International,Basic,Organic Search
102879,2023-12-20,Edu,Small Business,West,Basic,Social
102880,2024-04-08,Professional Services,Mid-Market,Northeast,Enterprise,Referral
102881,2025-09-27,finance,Mid-Market,South,Pro,Paid Search
102882,2023-03-17,Retail,Small Business,,Basic,Partner
