ticket_id,customer_id,created_date,severity,category,resolution_hours
10504,101616,2025-02-20,Low,Integration,23.45
10505,101616,2025-07-09,Low,Billing,8.83
10506,101616,2025-07-13,Medium,How-to,16.02
10507,101616,2025-09-05,LOW,How-to,0.53
10508,101616,2025-09-07,Medium,Billing,20.01
10509,101616,2025-10-04,Low,Account,13.38
10510,101616,2025-11-19,Medium,How-to,2.62
10511,101616,2025-11-14,critical,How-to,10.07
10512,101616,2025-12-17,Low,Billing,
10513,101616,2025-12-26,Low,Billing,11.97
10514,101617,2023-08-21,Low,Account,23.91
10515,101617,2023-09-10,LOW,How-to,8.09
10516,101617,2023-09-03,Low,Bug,2.29
10517,101617,2023-09-10,Low,How-to,9.23
10518,101617,2023-10-10,Low,How-to,8.43
10519,101617,2024-05-14,Low,Billing,31.05
10520,101617,2024-11-04,Low,Bug,8.0
10521,101617,2025-06-05,MED,Billing,2.7
10522,101617,2025-07-26,Low,Billing,4.42
10523,101618,2025-01-12,MEDIUM,How-to,7.6
10524,101618,2025-02-11,LOW,Bug,3.18
10525,101618,2025-06-06,Low,How-to,20.47
10526,101618,2025-09-25,Medium,How-to,4.9
10527,101618,2025-10-20,Low,Billing,
10528,101618,2025-11-23,Low,Billing,4.77
10529,101620,2024-08-27,High,Integration,19.83
10530,101620,2024-09-11,Low,Bug,29.61
10531,101620,2024-09-17,High,Bug,51.4
10532,101620,2024-12-08,Low,Integration,6.55
10533,101620,2025-10-10,Medium,Billing,24.64
10534,101620,2025-12-21,Low,How-to,15.3
10535,101621,2024-01-10,High,Integration,15.61
10536,101621,2024-07-22,High,Bug,4.04
10537,101621,2024-07-20,Medium,How-to,
10538,101621,2024-11-02,Low,Account,6.09
10539,101621,2024-12-06,High,Bug,19.63
10540,101621,2025-04-18,Low,Billing,10.81
10541,101621,2025-09-20,LOW,Billing,5.79
10542,101621,2025-11-02,Low,How-to,3.11
10543,101621,2025-12-19,high,Bug,13.52
10544,101622,2025-08-18,MEDIUM,Account,15.72
10545,101622,2025-10-06,Medium,Bug,4.47
10546,101622,2025-11-05,Medium,How-to,18.16
10547,101623,2024-04-09,Medium,How-to,18.5
10548,101623,2025-02-09,Low,Bug,9.52
10549,101624,2023-09-18,Low,How-to,5.59
10550,101624,2023-11-11,Low,Integration,15.89
10551,101624,2024-02-21,low,Billing,2.37
10552,101624,2024-07-17,HIGH,How-to,43.08
10553,101624,2025-02-23,Low,Integration,11.26
10554,101624,2025-05-21,Low,Bug,43.55
10555,101625,2024-01-05,Critical,How-to,41.19
10556,101625,2024-06-15,MED,Account,
10557,101625,2024-07-09,high,Bug,10.92
10558,101625,2024-12-28,Low,Integration,4.5
10559,101625,2025-01-08,Medium,Billing,6.83
10560,101625,2025-03-04,Critical,Billing,23.94
10561,101625,2025-05-14,Low,How-to,7.7
10562,101625,2025-07-15,low,Billing,10.99
10563,101625,2025-07-24,Low,Bug,9.92
10564,101625,2025-12-28,High,Bug,43.46
10565,101626,2025-01-27,Medium,Bug,7.06
10566,101627,2024-04-13,Medium,Bug,11.76
10567,101627,2024-04-12,Medium,How-to,
10568,101627,2024-04-06,Low,How-to,12.5
10569,101628,2023-03-05,High,How-to,7.56
10570,101628,2023-04-24,Low,How-to,18.95
10571,101628,2023-07-10,Low,Billing,13.8
10572,101628,2024-01-19,Low,Account,21.97
10573,101628,2024-11-02,High,How-to,10.15
10574,101628,2025-03-21,Low,Bug,1.86
10575,101628,2025-04-14,Medium,Bug,22.19
10576,101628,2025-09-09,low,Billing,4.38
10577,101629,2024-10-01,Medium,Account,
10578,101629,2024-12-22,Critical,Integration,6.75
10579,101629,2025-01-17,Low,Integration,23.85
10580,101629,2025-05-07,Low,Bug,3.04
10581,101629,2025-05-10,Medium,Bug,33.39
10582,101629,2025-11-08,Low,Billing,12.78
10583,101630,2024-06-13,Low,Billing,4.18
10584,101630,2025-02-22,low,Account,1.66
10585,101630,2025-02-07,Low,Integration,12.57
10586,101630,2025-03-03,Low,Bug,5.84
10587,101631,2023-09-21,low,Integration,6.23
10588,101631,2023-12-27,Low,Bug,19.83
10589,101631,2024-02-17,Low,How-to,5.81
10590,101631,2024-07-16,Low,Bug,23.19
10591,101631,2025-01-03,Low,Bug,20.8
10592,101631,2025-02-08,Medium,Billing,11.73
10593,101631,2025-05-18,High,How-to,24.97
10594,101631,2025-06-18,Medium,Bug,5.24
10595,101631,2025-12-22,Medium,Account,12.89
10596,101632,2025-03-16,Medium,Billing,5.94
10597,101632,2025-09-18,Low,Integration,0.6
10598,101632,2025-11-15,low,How-to,7.37
10599,101632,2025-11-12,Medium,Billing,2.22
10600,101632,2025-11-24,Low,Bug,8.29
10601,101633,2025-01-01,MED,How-to,13.0
10602,101633,2025-02-20,Medium,Bug,2.8
10603,101633,2025-02-07,low,Integration,7.65
10604,101633,2025-03-10,HIGH,Account,16.56
10605,101633,2025-04-10,Low,Billing,19.59
10606,101633,2025-07-04,Low,Account,15.9
10607,101633,2025-11-17,Low,Account,15.19
10608,101633,2025-12-14,Medium,Bug,15.61
10609,101634,2025-06-14,Medium,Billing,5.85
10610,101634,2025-08-27,High,Account,20.5
10611,101634,2025-09-09,Medium,Account,17.28
10612,101634,2025-09-20,Medium,How-to,9.62
10613,101635,2023-09-05,Low,Account,27.82
10614,101636,2025-11-23,Low,Bug,10.53
10615,101637,2023-08-27,low,Billing,26.15
10616,101637,2023-12-12,Low,Billing,45.11
10617,101637,2024-02-13,Low,Bug,7.74
10618,101637,2024-05-23,High,Bug,5.23
10619,101637,2024-09-03,high,How-to,56.3
10620,101637,2024-09-20,High,How-to,8.36
10621,101637,2025-01-17,High,Billing,
10622,101637,2025-03-18,HIGH,Bug,26.36
10623,101637,2025-10-16,Low,Account,10.51
10624,101638,2023-10-09,High,Bug,48.95
10625,101638,2024-04-26,medium,Integration,37.11
10626,101638,2024-11-23,High,Bug,4.54
10627,101638,2025-04-28,low,Bug,6.13
10628,101638,2025-06-15,Low,Account,22.93
10629,101638,2025-08-01,low,How-to,11.08
10630,101638,2025-09-08,Low,Integration,7.34
10631,101638,2025-12-06,Medium,Bug,3.34
10632,101639,2025-11-04,Medium,Bug,12.81
10633,101640,2024-08-10,High,Bug,43.22
10634,101640,2025-05-07,CRIT,Bug,21.59
10635,101640,2025-05-19,Low,Billing,3.64
10636,101640,2025-08-16,HIGH,How-to,16.15
10637,101640,2025-08-20,LOW,Billing,26.52
10638,101640,2025-09-17,MEDIUM,Bug,36.09
10639,101640,2025-10-03,MED,Billing,12.57
10640,101640,2025-11-12,Low,Billing,8.44
10641,101640,2025-12-23,Low,How-to,8.14
10642,101641,2024-03-08,Low,Billing,32.61
10643,101641,2024-07-20,Low,Bug,12.27
10644,101641,2024-09-22,Low,Billing,14.61
10645,101641,2024-10-19,High,How-to,31.97
10646,101641,2024-10-20,LOW,Bug,8.78
10647,101641,2025-02-15,LOW,Billing,13.5
10648,101641,2025-03-26,High,How-to,9.83
10649,101641,2025-12-27,Low,Billing,10.16
10650,101642,2025-07-25,high,Bug,8.02
10651,101642,2025-12-08,Low,Bug,9.5
10652,101643,2025-07-25,medium,Bug,24.87
10653,101643,2025-07-21,medium,How-to,4.04
10654,101643,2025-08-02,Medium,Billing,26.87
10655,101643,2025-11-02,Low,How-to,7.69
10656,101644,2025-09-20,Medium,Integration,0.71
10657,101645,2024-05-25,medium,How-to,21.4
10658,101645,2024-05-10,Low,Billing,5.67
10659,101645,2024-07-24,Medium,How-to,16.21
10660,101645,2024-09-25,High,Account,11.82
10661,101645,2025-05-01,Low,Bug,10.7
10662,101645,2025-09-03,low,How-to,16.08
10663,101645,2025-09-14,Low,Account,13.17
10664,101646,2023-11-04,Low,Bug,28.12
10665,101646,2023-11-28,Medium,Bug,15.91
10666,101646,2023-12-04,medium,Bug,12.38
10667,101646,2024-02-16,Low,Account,12.85
10668,101646,2024-03-23,Medium,Bug,4.07
10669,101646,2024-07-15,Low,How-to,11.43
10670,101646,2024-10-28,High,Account,19.63
10671,101646,2024-11-22,MEDIUM,Billing,47.66
10672,101646,2025-04-02,Low,Bug,24.86
10673,101647,2024-01-26,LOW,How-to,16.12
10674,101647,2024-01-03,LOW,Integration,1.69
10675,101647,2024-02-08,Low,Bug,17.13
10676,101647,2024-04-15,LOW,Bug,16.45
10677,101647,2024-07-05,Low,Bug,1.62
10678,101647,2024-10-27,LOW,Account,4.56
10679,101647,2024-10-03,Low,Integration,3.57
10680,101647,2024-12-06,low,How-to,2.77
10681,101647,2025-01-23,low,Bug,7.25
10682,101647,2025-02-12,High,Billing,17.91
10683,101647,2025-04-26,Low,How-to,4.31
10684,101647,2025-04-17,Low,How-to,1.22
10685,101647,2025-07-16,Low,Account,24.96
10686,101648,2025-04-01,low,Account,18.42
10687,101648,2025-07-23,Low,Bug,10.34
10688,101648,2025-11-25,Low,Bug,9.69
10689,101649,2025-03-26,Low,How-to,5.48
10690,101649,2025-06-26,Low,Billing,4.3
10691,101649,2025-07-25,Low,How-to,34.76
10692,101650,2023-08-03,Low,Bug,25.05
10693,101650,2023-08-17,Low,Bug,3.71
10694,101650,2023-11-27,Medium,How-to,13.25
10695,101650,2023-12-21,Low,Integration,11.1
10696,101650,2024-02-21,Low,Account,12.32
10697,101650,2024-02-06,Low,Billing,4.22
10698,101650,2024-03-19,Medium,Integration,11.79
10699,101650,2024-03-13,high,How-to,33.12
10700,101650,2024-05-10,Low,Account,20.57
10701,101650,2024-05-25,Medium,Bug,9.52
10702,101650,2024-06-01,LOW,Account,3.74
10703,101650,2024-06-19,Low,Integration,9.05
10704,101650,2024-06-02,Critical,Bug,42.5
10705,101650,2024-08-15,Low,Billing,11.72
10706,101650,2024-09-16,Low,How-to,37.43
10707,101650,2024-10-14,Medium,Integration,6.05
10708,101650,2024-10-15,Low,Bug,11.62
10709,101650,2024-12-21,HIGH,How-to,12.88
10710,101650,2024-12-07,Low,Billing,18.39
10711,101650,2025-02-24,Low,Bug,13.89
10712,101650,2025-04-24,LOW,Billing,26.84
10713,101650,2025-05-26,Low,Billing,23.89
10714,101650,2025-07-04,Low,Bug,9.6
10715,101650,2025-07-13,Low,Billing,13.4
10716,101650,2025-07-01,Low,Integration,32.27
10717,101650,2025-08-12,Medium,Integration,10.54
10718,101650,2025-09-17,Medium,Integration,2.42
10719,101650,2025-09-20,LOW,Bug,23.56
10720,101651,2025-12-05,Medium,How-to,6.48
10721,101653,2024-08-09,HIGH,Integration,6.04
10722,101653,2024-08-28,low,How-to,30.71
10723,101653,2024-10-05,Medium,How-to,12.73
10724,101653,2025-01-02,High,How-to,13.71
10725,101653,2025-02-13,Low,Bug,
10726,101653,2025-02-05,Medium,Billing,18.15
10727,101653,2025-03-22,Low,Integration,1.68
10728,101653,2025-03-04,Medium,How-to,32.03
10729,101653,2025-05-12,Critical,Bug,44.04
10730,101653,2025-07-21,Low,How-to,22.17
10731,101653,2025-08-17,MEDIUM,Bug,12.81
10732,101654,2025-11-01,Low,How-to,
10733,101655,2023-03-04,Low,Integration,17.93
10734,101655,2023-05-14,Low,How-to,17.09
10735,101655,2023-07-19,High,Integration,31.05
10736,101655,2023-08-01,Low,Integration,6.84
10737,101655,2023-10-20,Low,Bug,3.76
10738,101655,2023-11-01,HIGH,Billing,19.81
10739,101655,2024-04-24,low,Bug,13.52
10740,101655,2024-04-27,Medium,Bug,18.8
10741,101655,2024-05-24,medium,Integration,9.68
10742,101655,2024-05-12,Low,How-to,18.1
10743,101655,2024-06-10,High,Bug,37.92
10744,101655,2024-08-17,Low,Integration,13.38
10745,101655,2024-09-24,Medium,How-to,23.5
10746,101655,2024-10-26,Low,Bug,12.91
10747,101655,2024-10-16,Medium,Bug,4.8
10748,101655,2024-11-14,Low,How-to,17.58
10749,101655,2024-12-16,Low,Bug,3.72
10750,101655,2025-01-14,Low,Bug,8.5
10751,101655,2025-03-11,Low,Bug,6.67
10752,101655,2025-03-23,MED,Billing,14.12
10753,101655,2025-05-17,Low,Bug,13.79
10754,101655,2025-05-27,Medium,Account,5.49
10755,101655,2025-05-11,Low,Account,12.49
10756,101655,2025-05-06,LOW,Bug,7.19
10757,101655,2025-05-07,Low,Account,30.77
10758,101655,2025-07-17,Medium,Billing,
10759,101655,2025-08-25,Medium,Bug,8.61
10760,101655,2025-10-07,MED,Bug,14.58
10761,101655,2025-12-19,Medium,Bug,5.82
10762,101655,2025-12-08,Medium,How-to,23.02
10763,101655,2025-12-24,Low,How-to,10.69
10764,101656,2025-06-11,Low,Integration,6.47
10765,101656,2025-11-03,Medium,How-to,4.04
10766,101657,2023-06-02,High,How-to,1.76
10767,101657,2023-07-21,Low,Account,26.73
10768,101657,2023-08-14,Low,How-to,10.7
10769,101657,2024-02-25,low,How-to,1.53
10770,101657,2024-10-16,Low,How-to,3.48
10771,101657,2024-12-21,Low,Billing,9.93
10772,101657,2025-05-03,MED,Bug,12.82
10773,101658,2024-07-13,Medium,How-to,26.65
10774,101658,2024-10-17,Low,Account,26.53
10775,101658,2024-11-27,High,Bug,9.18
10776,101658,2025-04-05,low,Bug,12.52
10777,101660,2025-07-27,Low,Billing,13.2
10778,101660,2025-10-02,Medium,How-to,6.06
10779,101660,2025-11-11,HIGH,Bug,29.0
10780,101660,2025-11-21,Medium,Integration,9.92
10781,101661,2024-09-18,Low,How-to,5.21
10782,101661,2024-10-09,Low,Integration,3.69
10783,101662,2025-02-17,Medium,Billing,11.67
10784,101662,2025-02-17,High,Bug,8.42
10785,101662,2025-03-26,Low,Billing,16.69
10786,101662,2025-07-05,Low,Bug,28.83
10787,101662,2025-08-06,Low,Billing,11.22
10788,101662,2025-10-08,LOW,Bug,34.11
10789,101662,2025-10-28,Medium,Billing,
10790,101662,2025-12-04,Low,Bug,12.91
10791,101663,2023-07-11,Low,Account,3.1
10792,101663,2023-12-13,Medium,Billing,7.6
10793,101664,2023-10-02,Low,Billing,20.41
10794,101664,2024-01-12,Low,Bug,11.76
10795,101664,2024-02-16,Low,How-to,22.62
10796,101664,2024-03-12,High,Account,9.57
10797,101664,2024-09-28,Low,How-to,15.79
10798,101664,2024-10-13,Low,Bug,11.69
10799,101664,2024-11-19,Medium,Billing,20.74
10800,101665,2025-05-12,Low,Account,13.13
10801,101665,2025-06-17,low,How-to,7.76
10802,101665,2025-06-18,CRIT,Account,94.47
10803,101665,2025-07-07,Low,Bug,25.44
10804,101665,2025-09-19,Low,Integration,4.64
10805,101665,2025-12-15,Low,Bug,10.96
10806,101666,2025-01-24,Low,How-to,10.31
10807,101666,2025-02-07,Low,Billing,6.4
10808,101666,2025-02-01,Low,How-to,5.19
10809,101666,2025-03-12,Low,How-to,15.13
10810,101666,2025-03-03,Low,Billing,30.09
10811,101666,2025-06-07,Low,Integration,38.18
10812,101666,2025-06-12,High,Billing,45.16
10813,101666,2025-06-09,Medium,How-to,20.99
10814,101666,2025-09-26,Low,Account,6.35
10815,101666,2025-11-21,HIGH,Billing,6.83
10816,101667,2025-08-19,Low,How-to,1.04
10817,101667,2025-10-19,Low,How-to,
10818,101668,2023-11-05,Low,Account,5.58
10819,101668,2023-12-15,Low,Billing,20.34
10820,101668,2024-10-17,Low,How-to,13.03
10821,101668,2025-01-09,Medium,How-to,7.62
10822,101668,2025-06-19,Low,Bug,15.08
10823,101668,2025-07-24,Medium,Billing,9.43
10824,101668,2025-10-16,Medium,Billing,3.18
10825,101668,2025-10-22,medium,Bug,0.78
10826,101669,2025-07-23,High,Bug,32.6
10827,101669,2025-10-17,High,How-to,27.13
10828,101670,2024-11-20,Low,How-to,3.41
10829,101670,2025-12-12,Low,How-to,21.15
10830,101671,2023-09-28,Low,Billing,11.78
10831,101671,2024-01-21,Low,Bug,5.33
10832,101671,2024-04-17,high,Bug,30.37
10833,101671,2024-06-24,Low,How-to,4.72
10834,101671,2024-07-05,low,Bug,
10835,101671,2024-10-13,Low,Bug,3.93
10836,101671,2024-11-28,Low,Account,7.71
10837,101671,2025-02-04,Medium,Billing,5.15
10838,101671,2025-05-26,Medium,Bug,4.96
10839,101671,2025-06-14,MED,Billing,3.16
10840,101671,2025-10-15,Low,Bug,11.86
10841,101671,2025-11-27,Medium,How-to,9.59
10842,101671,2025-12-23,Low,How-to,27.81
10843,101672,2024-10-20,Low,Bug,3.55
10844,101672,2024-10-04,Low,Integration,5.49
10845,101672,2025-06-22,Low,Bug,17.08
10846,101672,2025-10-27,Low,Bug,2.39
10847,101672,2025-10-22,Medium,Bug,14.69
10848,101672,2025-12-27,High,How-to,2.58
10849,101673,2025-11-25,High,Account,21.91
10850,101673,2025-12-02,Medium,Billing,10.85
10851,101673,2025-12-20,Medium,Integration,9.63
10852,101674,2024-09-23,medium,Billing,4.54
10853,101674,2025-01-15,Low,Billing,7.74
10854,101674,2025-02-05,Low,Billing,2.03
10855,101674,2025-02-03,Low,Integration,32.36
10856,101675,2025-04-04,Low,How-to,12.33
10857,101675,2025-06-14,High,How-to,4.3
10858,101675,2025-07-25,High,Integration,42.29
10859,101675,2025-12-21,Low,Bug,43.65
10860,101676,2023-06-28,Medium,Bug,15.09
10861,101676,2024-01-10,low,How-to,1.71
10862,101676,2024-09-05,High,Account,17.25
10863,101676,2025-01-03,Low,Bug,13.94
10864,101676,2025-05-05,High,Bug,6.49
10865,101676,2025-05-18,MEDIUM,Billing,8.51
10866,101677,2025-07-19,Medium,Account,13.79
10867,101677,2025-09-06,Medium,Billing,10.24
10868,101679,2025-04-10,Low,How-to,19.82
10869,101679,2025-04-04,Medium,How-to,10.98
10870,101679,2025-08-05,Low,How-to,
10871,101679,2025-10-15,high,Billing,10.6
10872,101679,2025-12-27,low,How-to,10.78
10873,101680,2024-04-10,Medium,Integration,13.58
10874,101681,2023-04-14,LOW,Account,14.22
10875,101681,2023-07-14,Low,Bug,14.49
10876,101681,2023-09-24,Medium,Bug,5.89
10877,101681,2023-10-07,Low,Bug,14.43
10878,101681,2024-01-27,Low,Account,14.21
10879,101681,2024-03-14,Medium,How-to,6.76
10880,101682,2023-10-11,Medium,Account,15.54
10881,101682,2023-12-20,Low,Integration,33.94
10882,101682,2024-01-20,Low,How-to,17.14
10883,101682,2025-03-14,HIGH,Account,46.08
10884,101682,2025-06-18,Low,How-to,4.15
10885,101682,2025-06-05,MEDIUM,Account,10.31
10886,101682,2025-12-12,Low,How-to,12.89
10887,101683,2025-06-03,Low,How-to,4.84
10888,101683,2025-08-08,Low,Account,15.45
10889,101683,2025-09-09,high,Bug,28.22
10890,101684,2025-02-19,Low,Account,8.04
10891,101684,2025-07-21,Medium,How-to,22.45
10892,101684,2025-09-15,Low,Integration,31.6
10893,101684,2025-09-04,Medium,How-to,8.23
10894,101684,2025-09-16,Low,Bug,10.98
10895,101684,2025-09-20,Medium,Billing,9.41
10896,101684,2025-12-26,HIGH,How-to,51.22
10897,101684,2025-12-14,LOW,Bug,
10898,101685,2024-05-26,Low,How-to,36.61
10899,101685,2024-07-08,Low,Bug,
10900,101685,2024-08-06,Medium,How-to,10.68
10901,101685,2024-09-06,MED,Bug,5.29
10902,101685,2025-08-28,Low,How-to,5.53
10903,101686,2023-06-16,Low,How-to,8.89
10904,101686,2023-08-06,High,Bug,6.2
10905,101686,2024-03-13,Medium,Bug,4.29
10906,101686,2024-05-19,Low,How-to,28.24
10907,101686,2024-10-04,High,Account,15.88
10908,101686,2025-10-14,Low,Bug,3.75
10909,101686,2025-10-02,High,Billing,18.03
10910,101687,2023-11-24,Low,How-to,34.73
10911,101687,2024-02-08,Low,Bug,5.92
10912,101687,2024-05-08,Low,Account,2.35
10913,101687,2024-11-20,high,Bug,2.23
10914,101687,2025-02-14,High,How-to,14.24
10915,101687,2025-07-17,Low,Account,3.7
10916,101687,2025-07-23,high,Integration,12.38
10917,101688,2023-12-18,medium,Billing,8.93
10918,101688,2024-03-08,High,Account,33.85
10919,101688,2024-07-18,Low,Integration,4.65
10920,101688,2024-08-07,Low,Bug,15.6
10921,101688,2024-10-14,Medium,Bug,5.94
10922,101689,2024-02-23,Low,Billing,48.04
10923,101689,2024-05-12,Medium,Account,1.53
10924,101689,2024-07-12,Low,How-to,10.71
10925,101689,2024-09-19,Low,Bug,3.17
10926,101689,2025-01-12,High,How-to,15.67
10927,101689,2025-02-09,Low,Integration,9.12
10928,101689,2025-05-07,Low,Bug,10.28
10929,101689,2025-11-18,Medium,How-to,6.29
10930,101689,2025-12-23,Low,Bug,
10931,101689,2025-12-21,Low,Bug,5.11
10932,101689,2025-12-15,Low,Bug,4.9
10933,101690,2024-12-03,Medium,Billing,1.52
10934,101690,2025-01-22,MED,Billing,18.11
10935,101690,2025-02-07,Low,How-to,15.78
10936,101690,2025-04-16,Low,How-to,1.55
10937,101691,2025-09-07,High,Billing,19.89
10938,101691,2025-10-14,Medium,Integration,12.01
10939,101691,2025-11-03,Low,Billing,5.65
10940,101691,2025-11-20,High,How-to,14.41
10941,101691,2025-11-21,Low,Integration,26.4
10942,101691,2025-11-11,LOW,Integration,39.96
10943,101692,2025-08-26,Low,How-to,31.35
10944,101693,2023-05-06,Medium,Integration,7.98
10945,101693,2023-06-03,Low,Account,14.76
10946,101693,2023-10-24,High,Billing,13.7
10947,101693,2024-01-12,high,Account,8.97
10948,101693,2024-03-25,Low,Integration,20.55
10949,101693,2024-11-14,Low,Bug,17.26
10950,101693,2025-01-22,MEDIUM,Account,18.89
10951,101693,2025-06-26,Low,Account,1.99
10952,101693,2025-10-28,High,How-to,29.81
10953,101693,2025-11-18,Low,How-to,7.53
10954,101694,2025-07-21,low,Integration,5.45
10955,101694,2025-07-08,Low,Billing,9.46
10956,101694,2025-08-03,Medium,Bug,24.4
10957,101694,2025-10-14,Medium,How-to,6.11
10958,101694,2025-10-24,Low,Billing,
10959,101694,2025-12-23,Low,Billing,5.36
10960,101695,2025-01-04,Critical,Billing,36.07
10961,101695,2025-03-13,CRIT,Integration,45.77
10962,101695,2025-07-04,High,Bug,13.62
10963,101695,2025-10-01,Low,How-to,24.48
10964,101696,2025-09-28,LOW,Billing,12.06
10965,101697,2023-12-04,Low,Billing,16.92
10966,101697,2024-12-08,LOW,Account,7.37
10967,101698,2025-01-15,Medium,Integration,13.04
10968,101698,2025-01-20,LOW,Billing,21.36
10969,101698,2025-06-08,High,Integration,23.37
10970,101698,2025-07-25,Low,Billing,12.61
10971,101698,2025-09-09,Medium,Billing,4.07
10972,101698,2025-12-05,Low,How-to,26.55
10973,101698,2025-12-17,Medium,Billing,17.74
10974,101699,2024-06-14,Low,Account,22.59
10975,101699,2025-02-27,LOW,Bug,13.37
10976,101699,2025-02-26,Medium,Billing,34.14
10977,101699,2025-06-27,Low,Bug,35.62
10978,101699,2025-07-28,High,How-to,13.28
10979,101699,2025-10-13,Low,How-to,9.05
10980,101699,2025-10-03,Low,Account,22.97
10981,101699,2025-10-23,Low,How-to,3.22
10982,101701,2025-07-10,Low,Account,13.67
10983,101701,2025-09-06,Low,Bug,5.51
10984,101701,2025-12-24,High,Account,4.8
10985,101702,2024-10-14,MEDIUM,How-to,
10986,101702,2024-11-22,Low,Bug,
10987,101702,2024-12-23,Low,Bug,15.33
10988,101702,2025-03-18,Medium,Billing,10.31
10989,101702,2025-04-05,Medium,How-to,14.53
10990,101702,2025-09-06,Low,Billing,5.42
10991,101702,2025-09-02,Medium,How-to,1.1
10992,101702,2025-11-11,Low,Integration,15.2
10993,101703,2024-02-16,Medium,Bug,13.21
10994,101703,2024-03-22,low,Bug,1.79
10995,101703,2024-05-19,Low,How-to,5.49
10996,101703,2024-06-01,Medium,Billing,14.96
10997,101703,2024-09-05,High,Bug,4.04
10998,101703,2025-02-17,High,Billing,12.47
10999,101703,2025-07-15,Low,Bug,8.75
11000,101703,2025-08-09,Low,How-to,2.67
11001,101704,2024-08-09,Low,Bug,6.22
11002,101705,2025-01-08,MED,How-to,9.32
11003,101705,2025-01-09,medium,Bug,14.51
11004,101705,2025-02-28,Low,Billing,21.54
11005,101705,2025-09-08,Medium,Bug,3.99
11006,101707,2025-01-27,Medium,Billing,4.5
11007,101707,2025-01-11,Medium,Account,9.89
11008,101707,2025-03-02,High,How-to,28.25
11009,101707,2025-03-10,Low,Billing,9.1
11010,101707,2025-05-05,High,Bug,5.75
11011,101707,2025-05-01,Low,Account,14.65
11012,101707,2025-08-25,MEDIUM,Bug,
11013,101707,2025-10-23,MED,Bug,14.58
11014,101707,2025-12-20,LOW,Billing,12.19
11015,101708,2025-12-09,Critical,Integration,21.16
11016,101709,2023-10-28,CRIT,Account,55.57
11017,101709,2024-03-05,Low,How-to,20.44
11018,101709,2025-02-01,Low,How-to,13.86
11019,101709,2025-11-07,Low,How-to,30.21
11020,101709,2025-12-03,Low,Integration,20.26
11021,101710,2024-06-12,LOW,Bug,
11022,101710,2024-06-18,High,Bug,8.56
11023,101710,2024-06-08,low,Account,2.63
11024,101710,2024-07-19,low,How-to,10.16
11025,101710,2024-11-28,Low,Integration,5.29
11026,101710,2024-12-23,High,How-to,15.07
11027,101710,2025-02-14,Low,Bug,20.28
11028,101710,2025-03-03,medium,Billing,12.59
11029,101710,2025-08-09,LOW,Billing,18.8
11030,101710,2025-08-05,low,Account,2.02
11031,101711,2024-02-23,Low,How-to,35.5
11032,101711,2024-03-18,low,How-to,6.18
11033,101711,2024-08-01,Low,Billing,17.49
11034,101711,2025-01-23,Medium,Integration,18.27
11035,101711,2025-08-17,LOW,Bug,10.01
11036,101711,2025-08-21,Low,How-to,5.41
11037,101711,2025-10-17,Low,How-to,7.92
11038,101711,2025-11-26,Medium,Bug,12.56
11039,101712,2025-07-27,Low,Account,7.7
11040,101712,2025-11-23,Low,Bug,20.0
11041,101713,2025-10-04,Critical,Billing,42.18
11042,101713,2025-11-06,MED,Billing,9.8
11043,101713,2025-12-24,Low,Billing,13.16
11044,101713,2025-12-14,Low,How-to,14.37
11045,101714,2025-07-07,High,Account,31.44
11046,101714,2025-08-27,High,How-to,7.72
11047,101714,2025-08-18,low,How-to,16.41
11048,101714,2025-08-10,Medium,Bug,6.95
11049,101714,2025-08-21,Medium,Bug,46.04
11050,101714,2025-09-25,Medium,Integration,19.91
11051,101714,2025-10-28,Low,Account,8.8
11052,101714,2025-10-23,MEDIUM,Bug,9.45
11053,101715,2024-11-09,low,Billing,7.28
11054,101715,2024-12-18,Low,Billing,20.76
11055,101715,2025-09-28,MED,Bug,13.02
11056,101716,2024-10-21,Low,Billing,5.56
11057,101716,2025-08-23,Medium,Account,12.64
11058,101716,2025-09-02,High,Bug,13.43
11059,101717,2024-04-15,Low,Account,4.71
11060,101717,2024-04-20,Medium,Integration,8.43
11061,101717,2024-05-22,Low,Bug,18.68
11062,101717,2024-07-16,MEDIUM,Billing,6.76
11063,101717,2024-09-15,low,Bug,11.28
11064,101717,2024-09-09,Medium,Bug,20.48
11065,101717,2024-12-20,Medium,Account,6.26
11066,101717,2025-01-08,Medium,Bug,11.47
11067,101717,2025-02-05,Low,How-to,8.04
11068,101717,2025-03-12,Medium,Bug,5.51
11069,101717,2025-05-15,low,Billing,12.78
11070,101717,2025-07-07,Low,Billing,5.03
11071,101718,2024-03-16,Medium,Bug,
11072,101718,2024-05-09,Medium,How-to,1.8
11073,101718,2025-01-26,Low,Billing,5.78
11074,101719,2025-11-26,Low,Bug,11.92
11075,101720,2023-04-02,LOW,Billing,17.88
11076,101720,2023-05-23,Low,Account,4.71
11077,101720,2023-06-27,High,Account,14.47
11078,101720,2023-07-04,LOW,Bug,13.59
11079,101720,2023-09-12,Low,How-to,13.01
11080,101720,2023-09-01,Medium,Bug,17.06
11081,101720,2023-10-26,Low,Integration,3.49
11082,101720,2023-10-06,Low,Bug,1.32
11083,101720,2024-01-21,LOW,Bug,18.12
11084,101720,2024-03-04,High,Billing,13.03
11085,101720,2024-03-11,Low,Billing,5.51
11086,101720,2024-04-04,Low,Account,
